agent_id,time,node_id,x,y,train_class
0,0,24,0,4,express
0,1,0,0,4,express
0,2,1,1,4,express
0,3,17,2,5,express
0,4,18,3,5,express
0,5,13,4,5,express
0,6,19,5,5,express
0,7,20,6,5,express
0,8,7,7,4,express
0,9,8,8,4,express
0,10,25,8,4,express
0,11,25,8,4,express
0,12,25,8,4,express
0,13,25,8,4,express
0,14,25,8,4,express
0,15,25,8,4,express
0,16,25,8,4,express
0,17,25,8,4,express
0,18,25,8,4,express
0,19,25,8,4,express
0,20,25,8,4,express
0,21,25,8,4,express
0,22,25,8,4,express
0,23,25,8,4,express
0,24,25,8,4,express
0,25,25,8,4,express
0,26,25,8,4,express
0,27,25,8,4,express
0,28,25,8,4,express
0,29,25,8,4,express
0,30,25,8,4,express
0,31,25,8,4,express
0,32,25,8,4,express
0,33,25,8,4,express
0,34,25,8,4,express
0,35,25,8,4,express
0,36,25,8,4,express
0,37,25,8,4,express
0,38,25,8,4,express
0,39,25,8,4,express
0,40,25,8,4,express
0,41,25,8,4,express
0,42,25,8,4,express
0,43,25,8,4,express
0,44,25,8,4,express
0,45,25,8,4,express
0,46,25,8,4,express
0,47,25,8,4,express
0,48,25,8,4,express
0,49,25,8,4,express
0,50,25,8,4,express
0,51,25,8,4,express
0,52,25,8,4,express
0,53,25,8,4,express
0,54,25,8,4,express
0,55,25,8,4,express
0,56,25,8,4,express
0,57,25,8,4,express
0,58,25,8,4,express
0,59,25,8,4,express
0,60,25,8,4,express
0,61,25,8,4,express
0,62,25,8,4,express
0,63,25,8,4,express
0,64,25,8,4,express
0,65,25,8,4,express
0,66,25,8,4,express
0,67,25,8,4,express
0,68,25,8,4,express
0,69,25,8,4,express
1,0,26,8,4,freight
1,1,26,8,4,freight
1,2,8,8,4,freight
1,3,8,8,4,freight
1,4,7,7,4,freight
1,5,7,7,4,freight
1,6,6,6,4,freight
1,7,6,6,4,freight
1,8,5,5,4,freight
1,9,5,5,4,freight
1,10,4,4,4,freight
1,11,4,4,4,freight
1,12,3,3,4,freight
1,13,3,3,4,freight
1,14,2,2,4,freight
1,15,2,2,4,freight
1,16,1,1,4,freight
1,17,1,1,4,freight
1,18,0,0,4,freight
1,19,0,0,4,freight
1,20,27,0,4,freight
1,21,27,0,4,freight
1,22,27,0,4,freight
1,23,27,0,4,freight
1,24,27,0,4,freight
1,25,27,0,4,freight
1,26,27,0,4,freight
1,27,27,0,4,freight
1,28,27,0,4,freight
1,29,27,0,4,freight
1,30,27,0,4,freight
1,31,27,0,4,freight
1,32,27,0,4,freight
1,33,27,0,4,freight
1,34,27,0,4,freight
1,35,27,0,4,freight
1,36,27,0,4,freight
1,37,27,0,4,freight
1,38,27,0,4,freight
1,39,27,0,4,freight
1,40,27,0,4,freight
1,41,27,0,4,freight
1,42,27,0,4,freight
1,43,27,0,4,freight
1,44,27,0,4,freight
1,45,27,0,4,freight
1,46,27,0,4,freight
1,47,27,0,4,freight
1,48,27,0,4,freight
1,49,27,0,4,freight
1,50,27,0,4,freight
1,51,27,0,4,freight
1,52,27,0,4,freight
1,53,27,0,4,freight
1,54,27,0,4,freight
1,55,27,0,4,freight
1,56,27,0,4,freight
1,57,27,0,4,freight
1,58,27,0,4,freight
1,59,27,0,4,freight
1,60,27,0,4,freight
1,61,27,0,4,freight
1,62,27,0,4,freight
1,63,27,0,4,freight
1,64,27,0,4,freight
1,65,27,0,4,freight
1,66,27,0,4,freight
1,67,27,0,4,freight
1,68,27,0,4,freight
1,69,27,0,4,freight
2,0,28,4,0,regional
2,1,28,4,0,regional
2,2,28,4,0,regional
2,3,28,4,0,regional
2,4,28,4,0,regional
2,5,28,4,0,regional
2,6,28,4,0,regional
2,7,28,4,0,regional
2,8,28,4,0,regional
2,9,28,4,0,regional
2,10,28,4,0,regional
2,11,28,4,0,regional
2,12,28,4,0,regional
2,13,28,4,0,regional
2,14,28,4,0,regional
2,15,28,4,0,regional
2,16,28,4,0,regional
2,17,28,4,0,regional
2,18,28,4,0,regional
2,19,28,4,0,regional
2,20,28,4,0,regional
2,21,28,4,0,regional
2,22,28,4,0,regional
2,23,28,4,0,regional
2,24,28,4,0,regional
2,25,9,4,0,regional
2,26,10,4,1,regional
2,27,21,5,2,regional
2,28,22,5,3,regional
2,29,5,5,4,regional
2,30,19,5,5,regional
2,31,23,5,6,regional
2,32,15,4,7,regional
2,33,16,4,8,regional
2,34,29,4,8,regional
2,35,29,4,8,regional
2,36,29,4,8,regional
2,37,29,4,8,regional
2,38,29,4,8,regional
2,39,29,4,8,regional
2,40,29,4,8,regional
2,41,29,4,8,regional
2,42,29,4,8,regional
2,43,29,4,8,regional
2,44,29,4,8,regional
