arc_id,from_node,to_node,base_cost,resource_id
0,0,1,1.0,0
1,1,0,1.0,0
2,1,2,1.0,1
3,2,1,1.0,1
4,2,3,1.0,2
5,3,2,1.0,2
6,3,4,1.0,3
7,4,3,1.0,3
8,4,5,1.0,4
9,5,4,1.0,4
10,5,6,1.0,5
11,6,5,1.0,5
12,6,7,1.0,6
13,7,6,1.0,6
14,7,8,1.0,7
15,8,7,1.0,7
16,8,9,1.0,8
17,9,8,1.0,8
18,9,10,1.0,9
19,10,9,1.0,9
20,10,11,1.0,10
21,11,10,1.0,10
22,11,12,1.0,11
23,12,11,1.0,11
24,12,13,1.0,12
25,13,12,1.0,12
26,13,14,1.0,13
27,14,13,1.0,13
28,14,15,1.0,14
29,15,14,1.0,14
30,15,16,1.0,15
31,16,15,1.0,15
32,6,17,1.05,100
33,17,6,1.05,100
34,17,18,1.0,101
35,18,17,1.0,101
36,18,19,1.0,102
37,19,18,1.0,102
38,19,10,1.05,103
39,10,19,1.05,103
40,20,0,0.5,-1
41,16,21,0.5,-1
42,22,16,0.5,-1
43,0,23,0.5,-1
44,24,0,0.5,-1
45,16,25,0.5,-1
46,26,27,1.0,1000
47,27,26,1.0,1000
48,27,28,1.0,1001
49,28,27,1.0,1001
50,28,29,1.0,1002
51,29,28,1.0,1002
52,29,30,1.0,1003
53,30,29,1.0,1003
54,30,31,1.0,1004
55,31,30,1.0,1004
56,31,32,1.0,1005
57,32,31,1.0,1005
58,32,33,1.0,1006
59,33,32,1.0,1006
60,33,34,1.0,1007
61,34,33,1.0,1007
62,34,35,1.0,1008
63,35,34,1.0,1008
64,35,36,1.0,1009
65,36,35,1.0,1009
66,36,37,1.0,1010
67,37,36,1.0,1010
68,37,38,1.0,1011
69,38,37,1.0,1011
70,38,39,1.0,1012
71,39,38,1.0,1012
72,39,40,1.0,1013
73,40,39,1.0,1013
74,40,41,1.0,1014
75,41,40,1.0,1014
76,41,42,1.0,1015
77,42,41,1.0,1015
78,32,43,1.05,1100
79,43,32,1.05,1100
80,43,44,1.0,1101
81,44,43,1.0,1101
82,44,45,1.0,1102
83,45,44,1.0,1102
84,45,36,1.05,1103
85,36,45,1.05,1103
86,46,26,0.5,-1
87,42,47,0.5,-1
88,48,42,0.5,-1
89,26,49,0.5,-1
90,50,26,0.5,-1
91,42,51,0.5,-1
92,52,53,1.0,2000
93,53,52,1.0,2000
94,53,54,1.0,2001
95,54,53,1.0,2001
96,54,55,1.0,2002
97,55,54,1.0,2002
98,55,56,1.0,2003
99,56,55,1.0,2003
100,56,57,1.0,2004
101,57,56,1.0,2004
102,57,58,1.0,2005
103,58,57,1.0,2005
104,58,59,1.0,2006
105,59,58,1.0,2006
106,59,60,1.0,2007
107,60,59,1.0,2007
108,60,61,1.0,2008
109,61,60,1.0,2008
110,61,62,1.0,2009
111,62,61,1.0,2009
112,62,63,1.0,2010
113,63,62,1.0,2010
114,63,64,1.0,2011
115,64,63,1.0,2011
116,64,65,1.0,2012
117,65,64,1.0,2012
118,65,66,1.0,2013
119,66,65,1.0,2013
120,66,67,1.0,2014
121,67,66,1.0,2014
122,67,68,1.0,2015
123,68,67,1.0,2015
124,58,69,1.05,2100
125,69,58,1.05,2100
126,69,70,1.0,2101
127,70,69,1.0,2101
128,70,71,1.0,2102
129,71,70,1.0,2102
130,71,62,1.05,2103
131,62,71,1.05,2103
132,72,52,0.5,-1
133,68,73,0.5,-1
134,74,68,0.5,-1
135,52,75,0.5,-1
136,76,52,0.5,-1
137,68,77,0.5,-1
138,78,79,1.0,3000
139,79,78,1.0,3000
140,79,80,1.0,3001
141,80,79,1.0,3001
142,80,81,1.0,3002
143,81,80,1.0,3002
144,81,82,1.0,3003
145,82,81,1.0,3003
146,82,83,1.0,3004
147,83,82,1.0,3004
148,83,84,1.0,3005
149,84,83,1.0,3005
150,84,85,1.0,3006
151,85,84,1.0,3006
152,85,86,1.0,3007
153,86,85,1.0,3007
154,86,87,1.0,3008
155,87,86,1.0,3008
156,87,88,1.0,3009
157,88,87,1.0,3009
158,88,89,1.0,3010
159,89,88,1.0,3010
160,89,90,1.0,3011
161,90,89,1.0,3011
162,90,91,1.0,3012
163,91,90,1.0,3012
164,91,92,1.0,3013
165,92,91,1.0,3013
166,92,93,1.0,3014
167,93,92,1.0,3014
168,93,94,1.0,3015
169,94,93,1.0,3015
170,84,95,1.05,3100
171,95,84,1.05,3100
172,95,96,1.0,3101
173,96,95,1.0,3101
174,96,97,1.0,3102
175,97,96,1.0,3102
176,97,88,1.05,3103
177,88,97,1.05,3103
178,98,78,0.5,-1
179,94,99,0.5,-1
180,100,94,0.5,-1
181,78,101,0.5,-1
182,102,78,0.5,-1
183,94,103,0.5,-1
184,104,105,1.0,4000
185,105,104,1.0,4000
186,105,106,1.0,4001
187,106,105,1.0,4001
188,106,107,1.0,4002
189,107,106,1.0,4002
190,107,108,1.0,4003
191,108,107,1.0,4003
192,108,109,1.0,4004
193,109,108,1.0,4004
194,109,110,1.0,4005
195,110,109,1.0,4005
196,110,111,1.0,4006
197,111,110,1.0,4006
198,111,112,1.0,4007
199,112,111,1.0,4007
200,112,113,1.0,4008
201,113,112,1.0,4008
202,113,114,1.0,4009
203,114,113,1.0,4009
204,114,115,1.0,4010
205,115,114,1.0,4010
206,115,116,1.0,4011
207,116,115,1.0,4011
208,116,117,1.0,4012
209,117,116,1.0,4012
210,117,118,1.0,4013
211,118,117,1.0,4013
212,118,119,1.0,4014
213,119,118,1.0,4014
214,119,120,1.0,4015
215,120,119,1.0,4015
216,110,121,1.05,4100
217,121,110,1.05,4100
218,121,122,1.0,4101
219,122,121,1.0,4101
