node_id,x,y,resource_id,kind
0,0,0,-1,station
1,1,0,-1,track
2,2,0,-1,track
3,3,0,-1,track
4,4,0,-1,track
5,5,0,-1,track
6,6,0,-1,track
7,7,0,-1,track
8,8,0,-1,track
9,9,0,-1,track
10,10,0,-1,track
11,11,0,-1,track
12,12,0,-1,track
13,13,0,-1,track
14,14,0,-1,track
15,15,0,-1,track
16,16,0,-1,station
17,7,1,-1,siding
18,8,1,-1,siding
19,9,1,-1,siding
20,0,0,-1,private_start
21,16,0,-1,private_goal
22,16,0,-1,private_start
23,0,0,-1,private_goal
24,0,0,-1,private_start
25,16,0,-1,private_goal
26,0,4,-1,station
27,1,4,-1,track
28,2,4,-1,track
29,3,4,-1,track
30,4,4,-1,track
31,5,4,-1,track
32,6,4,-1,track
33,7,4,-1,track
34,8,4,-1,track
35,9,4,-1,track
36,10,4,-1,track
37,11,4,-1,track
38,12,4,-1,track
39,13,4,-1,track
40,14,4,-1,track
41,15,4,-1,track
42,16,4,-1,station
43,7,5,-1,siding
44,8,5,-1,siding
45,9,5,-1,siding
46,0,4,-1,private_start
47,16,4,-1,private_goal
48,16,4,-1,private_start
49,0,4,-1,private_goal
50,0,4,-1,private_start
51,16,4,-1,private_goal
52,0,8,-1,station
53,1,8,-1,track
54,2,8,-1,track
55,3,8,-1,track
56,4,8,-1,track
57,5,8,-1,track
58,6,8,-1,track
59,7,8,-1,track
60,8,8,-1,track
61,9,8,-1,track
62,10,8,-1,track
63,11,8,-1,track
64,12,8,-1,track
65,13,8,-1,track
66,14,8,-1,track
67,15,8,-1,track
68,16,8,-1,station
69,7,9,-1,siding
70,8,9,-1,siding
71,9,9,-1,siding
72,0,8,-1,private_start
73,16,8,-1,private_goal
74,16,8,-1,private_start
75,0,8,-1,private_goal
76,0,8,-1,private_start
77,16,8,-1,private_goal
78,0,12,-1,station
79,1,12,-1,track
80,2,12,-1,track
81,3,12,-1,track
82,4,12,-1,track
83,5,12,-1,track
84,6,12,-1,track
85,7,12,-1,track
86,8,12,-1,track
87,9,12,-1,track
88,10,12,-1,track
89,11,12,-1,track
90,12,12,-1,track
91,13,12,-1,track
92,14,12,-1,track
93,15,12,-1,track
94,16,12,-1,station
95,7,13,-1,siding
96,8,13,-1,siding
97,9,13,-1,siding
98,0,12,-1,private_start
99,16,12,-1,private_goal
100,16,12,-1,private_start
101,0,12,-1,private_goal
102,0,12,-1,private_start
103,16,12,-1,private_goal
104,0,16,-1,station
105,1,16,-1,track
106,2,16,-1,track
107,3,16,-1,track
108,4,16,-1,track
109,5,16,-1,track
110,6,16,-1,track
111,7,16,-1,track
112,8,16,-1,track
113,9,16,-1,track
114,10,16,-1,track
115,11,16,-1,track
116,12,16,-1,track
117,13,16,-1,track
118,14,16,-1,track
119,15,16,-1,track
120,16,16,-1,station
121,7,17,-1,siding
122,8,17,-1,siding
123,9,17,-1,siding
124,0,16,-1,private_start
125,16,16,-1,private_goal
126,16,16,-1,private_start
127,0,16,-1,private_goal
128,0,16,-1,private_start
129,16,16,-1,private_goal
130,0,20,-1,station
131,1,20,-1,track
132,2,20,-1,track
133,3,20,-1,track
134,4,20,-1,track
135,5,20,-1,track
136,6,20,-1,track
137,7,20,-1,track
138,8,20,-1,track
139,9,20,-1,track
140,10,20,-1,track
141,11,20,-1,track
142,12,20,-1,track
143,13,20,-1,track
144,14,20,-1,track
145,15,20,-1,track
146,16,20,-1,station
147,7,21,-1,siding
148,8,21,-1,siding
149,9,21,-1,siding
150,0,20,-1,private_start
151,16,20,-1,private_goal
152,16,20,-1,private_start
153,0,20,-1,private_goal
154,0,20,-1,private_start
155,16,20,-1,private_goal
156,0,24,-1,station
157,1,24,-1,track
158,2,24,-1,track
159,3,24,-1,track
160,4,24,-1,track
161,5,24,-1,track
162,6,24,-1,track
163,7,24,-1,track
164,8,24,-1,track
165,9,24,-1,track
166,10,24,-1,track
167,11,24,-1,track
168,12,24,-1,track
169,13,24,-1,track
170,14,24,-1,track
171,15,24,-1,track
172,16,24,-1,station
173,7,25,-1,siding
174,8,25,-1,siding
175,9,25,-1,siding
176,0,24,-1,private_start
177,16,24,-1,private_goal
178,16,24,-1,private_start
179,0,24,-1,private_goal
180,0,24,-1,private_start
181,16,24,-1,private_goal
182,0,28,-1,station
183,1,28,-1,track
184,2,28,-1,track
185,3,28,-1,track
186,4,28,-1,track
187,5,28,-1,track
188,6,28,-1,track
189,7,28,-1,track
190,8,28,-1,track
191,9,28,-1,track
192,10,28,-1,track
193,11,28,-1,track
194,12,28,-1,track
195,13,28,-1,track
196,14,28,-1,track
197,15,28,-1,track
198,16,28,-1,station
199,7,29,-1,siding
200,8,29,-1,siding
201,9,29,-1,siding
202,0,28,-1,private_start
203,16,28,-1,private_goal
204,16,28,-1,private_start
205,0,28,-1,private_goal
206,0,28,-1,private_start
207,16,28,-1,private_goal
208,0,32,-1,station
209,1,32,-1,track
210,2,32,-1,track
211,3,32,-1,track
212,4,32,-1,track
213,5,32,-1,track
214,6,32,-1,track
215,7,32,-1,track
216,8,32,-1,track
217,9,32,-1,track
218,10,32,-1,track
219,11,32,-1,track
220,12,32,-1,track
221,13,32,-1,track
222,14,32,-1,track
223,15,32,-1,track
224,16,32,-1,station
225,7,33,-1,siding
226,8,33,-1,siding
227,9,33,-1,siding
228,0,32,-1,private_start
229,16,32,-1,private_goal
230,16,32,-1,private_start
231,0,32,-1,private_goal
232,0,32,-1,private_start
233,16,32,-1,private_goal
234,0,36,-1,station
235,1,36,-1,track
236,2,36,-1,track
237,3,36,-1,track
238,4,36,-1,track
239,5,36,-1,track
240,6,36,-1,track
241,7,36,-1,track
242,8,36,-1,track
243,9,36,-1,track
244,10,36,-1,track
245,11,36,-1,track
246,12,36,-1,track
247,13,36,-1,track
248,14,36,-1,track
249,15,36,-1,track
250,16,36,-1,station
251,7,37,-1,siding
252,8,37,-1,siding
253,9,37,-1,siding
254,0,36,-1,private_start
255,16,36,-1,private_goal
256,16,36,-1,private_start
257,0,36,-1,private_goal
258,0,36,-1,private_start
259,16,36,-1,private_goal
260,0,40,-1,station
261,1,40,-1,track
262,2,40,-1,track
263,3,40,-1,track
264,4,40,-1,track
265,5,40,-1,track
266,6,40,-1,track
267,7,40,-1,track
268,8,40,-1,track
269,9,40,-1,track
270,10,40,-1,track
271,11,40,-1,track
272,12,40,-1,track
273,13,40,-1,track
274,14,40,-1,track
275,15,40,-1,track
276,16,40,-1,station
277,7,41,-1,siding
278,8,41,-1,siding
279,9,41,-1,siding
280,0,40,-1,private_start
281,16,40,-1,private_goal
282,16,40,-1,private_start
283,0,40,-1,private_goal
284,0,40,-1,private_start
285,16,40,-1,private_goal
286,0,44,-1,station
287,1,44,-1,track
288,2,44,-1,track
289,3,44,-1,track
290,4,44,-1,track
291,5,44,-1,track
292,6,44,-1,track
293,7,44,-1,track
294,8,44,-1,track
295,9,44,-1,track
296,10,44,-1,track
297,11,44,-1,track
298,12,44,-1,track
299,13,44,-1,track
300,14,44,-1,track
301,15,44,-1,track
302,16,44,-1,station
303,7,45,-1,siding
304,8,45,-1,siding
305,9,45,-1,siding
306,0,44,-1,private_start
307,16,44,-1,private_goal
308,16,44,-1,private_start
309,0,44,-1,private_goal
310,0,44,-1,private_start
311,16,44,-1,private_goal
312,0,48,-1,station
313,1,48,-1,track
314,2,48,-1,track
315,3,48,-1,track
316,4,48,-1,track
317,5,48,-1,track
318,6,48,-1,track
319,7,48,-1,track
320,8,48,-1,track
321,9,48,-1,track
322,10,48,-1,track
323,11,48,-1,track
324,12,48,-1,track
325,13,48,-1,track
326,14,48,-1,track
327,15,48,-1,track
328,16,48,-1,station
329,7,49,-1,siding
330,8,49,-1,siding
331,9,49,-1,siding
332,0,48,-1,private_start
333,16,48,-1,private_goal
334,16,48,-1,private_start
335,0,48,-1,private_goal
336,0,48,-1,private_start
337,16,48,-1,private_goal
338,0,52,-1,station
339,1,52,-1,track
340,2,52,-1,track
341,3,52,-1,track
342,4,52,-1,track
343,5,52,-1,track
344,6,52,-1,track
345,7,52,-1,track
346,8,52,-1,track
347,9,52,-1,track
348,10,52,-1,track
349,11,52,-1,track
350,12,52,-1,track
351,13,52,-1,track
352,14,52,-1,track
353,15,52,-1,track
354,16,52,-1,station
355,7,53,-1,siding
356,8,53,-1,siding
357,9,53,-1,siding
358,0,52,-1,private_start
359,16,52,-1,private_goal
360,16,52,-1,private_start
361,0,52,-1,private_goal
362,0,52,-1,private_start
363,16,52,-1,private_goal
364,0,56,-1,station
365,1,56,-1,track
366,2,56,-1,track
367,3,56,-1,track
368,4,56,-1,track
369,5,56,-1,track
370,6,56,-1,track
371,7,56,-1,track
372,8,56,-1,track
373,9,56,-1,track
374,10,56,-1,track
375,11,56,-1,track
376,12,56,-1,track
377,13,56,-1,track
378,14,56,-1,track
379,15,56,-1,track
380,16,56,-1,station
381,7,57,-1,siding
382,8,57,-1,siding
383,9,57,-1,siding
384,0,56,-1,private_start
385,16,56,-1,private_goal
386,16,56,-1,private_start
387,0,56,-1,private_goal
388,0,56,-1,private_start
389,16,56,-1,private_goal
390,0,60,-1,station
