seq,l3_link_id,from_node_id,to_node_id,mp_start,mp_end,length,tracks,free_speed,name
0,1156,10339,50992,0.000,1.541,1.5409,2.0,14.0,TEMPLE
1,70175,50992,45163,1.541,2.031,0.4899,2.0,14.0,
2,58447,45163,10229,2.031,3.309,1.2786,2.0,21.0,
3,768,10229,51379,3.309,4.520,1.2103,2.0,21.0,KNOWD
4,70941,51379,50690,4.520,5.000,0.4804,2.0,39.0,
5,69579,50690,50691,5.000,11.528,6.5278,1.0,39.0,
6,69582,50691,50688,11.528,13.363,1.8351,1.0,39.0,
7,69576,50688,50689,13.363,14.066,0.7031,1.0,39.0,
8,69578,50689,50719,14.066,14.671,0.6049,1.0,39.0,
9,69641,50719,50718,14.671,15.653,0.9820,1.0,39.0,
10,69638,50718,49851,15.653,16.617,0.9635,1.0,39.0,
11,67860,49851,49852,16.617,22.447,5.8302,1.0,39.0,
12,67862,49852,50474,22.447,24.830,2.3837,1.0,39.0,
13,69151,50474,50470,24.830,29.492,4.6614,1.0,39.0,
14,69143,50470,49962,29.492,31.104,1.6121,1.0,39.0,
15,68085,49962,49175,31.104,31.696,0.5922,1.0,39.0,
16,66465,49175,49176,31.696,37.810,6.1144,1.0,39.0,
17,66468,49176,49510,37.810,39.077,1.2666,1.0,39.0,
18,67173,49510,49178,39.077,45.010,5.9328,1.0,39.0,
19,66471,49178,49191,45.010,51.450,6.4400,1.0,39.0,
20,66501,49191,49192,51.450,54.785,3.3352,1.0,39.0,
21,66502,49192,45323,54.785,59.518,4.7333,1.0,39.0,
22,58823,45323,52830,59.518,61.500,1.9821,1.0,39.0,
23,73816,52830,52831,61.500,61.772,0.2716,1.0,39.0,
24,73818,52831,53079,61.772,61.978,0.2062,1.0,32.0,
25,74326,53079,49923,61.978,62.072,0.0937,1.0,32.0,
26,68004,49923,49924,62.072,66.508,4.4360,1.0,39.0,
27,68007,49924,50644,66.508,68.260,1.7518,1.0,39.0,
28,69488,50644,50586,68.260,76.549,8.2891,1.0,39.0,
29,69369,50586,50587,76.549,78.811,2.2619,1.0,39.0,
30,69372,50587,50647,78.811,80.090,1.2791,1.0,39.0,
31,69495,50647,49227,80.090,80.173,0.0831,1.0,39.0,
32,66573,49227,49228,80.173,83.430,3.2573,1.0,39.0,
33,66574,49228,49898,83.430,83.675,0.2444,1.0,39.0,
34,67954,49898,49899,83.675,85.479,1.8049,1.0,39.0,
35,67956,49899,49226,85.479,87.665,2.1858,1.0,39.0,
36,66571,49226,49225,87.665,93.333,5.6679,1.0,39.0,
37,66568,49225,49223,93.333,93.435,0.1023,1.0,21.0,
38,66564,49223,49224,93.435,93.756,0.3208,1.0,21.0,
39,66567,49224,51879,93.756,94.111,0.3546,1.0,39.0,
40,71919,51879,49221,94.111,95.524,1.4126,1.0,32.0,
41,66560,49221,49222,95.524,97.856,2.3322,1.0,39.0,
42,66562,49222,51878,97.856,99.207,1.3510,1.0,39.0,
43,71916,51878,49873,99.207,99.781,0.5740,1.0,39.0,
44,67906,49873,49874,99.781,107.444,7.6630,1.0,39.0,
45,67908,49874,48991,107.444,109.078,1.6339,1.0,39.0,
46,66111,48991,48992,109.078,112.853,3.7753,1.0,39.0,
47,66113,48992,50536,112.853,114.733,1.8801,1.0,39.0,
48,69276,50536,50537,114.733,124.655,9.9217,1.0,39.0,
49,69279,50537,49272,124.655,124.731,0.0763,2.0,21.0,
50,66656,49272,49231,124.731,124.835,0.1037,2.0,39.0,
51,66578,49231,10055,124.835,125.253,0.4181,2.0,39.0,
52,158,10055,49230,125.253,125.576,0.3226,2.0,39.0,HEALY
53,66577,49230,52846,125.576,125.634,0.0581,2.0,39.0,
54,73844,52846,52844,125.634,125.786,0.1528,2.0,39.0,
55,73839,52844,52845,125.786,126.388,0.6013,2.0,39.0,
56,73842,52845,50540,126.388,126.790,0.4025,2.0,39.0,
57,69284,50540,50539,126.790,131.739,4.9493,1.0,39.0,
58,69282,50539,49501,131.739,132.836,1.0965,1.0,39.0,
59,67151,49501,49219,132.836,137.330,4.4936,1.0,39.0,
60,66557,49219,49220,137.330,139.791,2.4616,1.0,39.0,
61,66558,49220,48980,139.791,142.963,3.1719,1.0,39.0,
62,66088,48980,48898,142.963,144.037,1.0735,1.0,39.0,
63,65929,48898,46342,144.037,149.806,5.7698,1.0,39.0,
64,60865,46342,46343,149.806,152.044,2.2374,1.0,39.0,
65,60868,46343,45136,152.044,153.082,1.0378,1.0,39.0,
66,58383,45136,50951,153.082,153.198,0.1162,1.0,21.0,
67,70102,50951,46347,153.198,153.385,0.1875,1.0,21.0,
68,60875,46347,46348,153.385,155.957,2.5722,1.0,21.0,
69,60878,46348,46623,155.957,160.059,4.1010,1.0,39.0,
70,61441,46623,50952,160.059,161.144,1.0851,1.0,39.0,
71,70105,50952,46629,161.144,164.437,3.2929,1.0,39.0,
72,61452,46629,46630,164.437,168.187,3.7505,1.0,39.0,
73,61455,46630,50203,168.187,168.708,0.5211,1.0,35.0,
74,68583,50203,49959,168.708,173.147,4.4390,1.0,39.0,
75,68078,49959,49538,173.147,174.525,1.3773,1.0,39.0,
76,67231,49538,49539,174.525,176.120,1.5949,1.0,28.0,
77,67233,49539,52779,176.120,176.371,0.2511,1.0,18.0,
78,73704,52779,50175,176.371,176.577,0.2068,1.0,39.0,
79,68532,50175,50176,176.577,177.276,0.6981,1.0,39.0,
80,68533,50176,50177,177.276,177.455,0.1792,1.0,39.0,
81,68535,50177,49678,177.455,179.537,2.0819,1.0,39.0,
82,67504,49678,46253,179.537,183.205,3.6685,1.0,39.0,
83,60682,46253,46254,183.205,184.806,1.6010,1.0,39.0,
84,60683,46254,50184,184.806,185.055,0.2484,1.0,39.0,
85,68551,50184,49521,185.055,189.521,4.4669,1.0,39.0,
86,67196,49521,49522,189.521,190.169,0.6475,2.0,39.0,
87,67197,49522,50287,190.169,190.585,0.4161,2.0,39.0,
88,68755,50287,50173,190.585,193.793,3.2077,2.0,39.0,
89,68526,50173,50174,193.793,194.859,1.0663,2.0,39.0,
90,68529,50174,50290,194.859,195.303,0.4443,2.0,39.0,
91,68765,50290,50292,195.303,195.444,0.1407,2.0,39.0,
92,68770,50292,49945,195.444,198.596,3.1516,1.0,39.0,
93,68049,49945,49946,198.596,200.603,2.0073,1.0,39.0,
94,68050,49946,49947,200.603,203.665,3.0625,1.0,39.0,
95,68053,49947,49948,203.665,205.151,1.4855,1.0,39.0,
96,68054,49948,49949,205.151,207.892,2.7414,1.0,39.0,
97,68057,49949,52121,207.892,208.276,0.3840,1.0,39.0,
98,72416,52121,51002,208.276,208.685,0.4082,1.0,39.0,
99,70196,51002,52122,208.685,209.005,0.3206,1.0,21.0,
100,72417,52122,52123,209.005,212.967,3.9623,1.0,21.0,
101,72420,52123,49956,212.967,213.048,0.0804,1.0,21.0,
102,68072,49956,51089,213.048,214.962,1.9145,1.0,18.0,
103,70375,51089,49957,214.962,215.036,0.0739,1.0,18.0,
104,68074,49957,52207,215.036,215.770,0.7337,1.0,18.0,
105,72598,52207,10201,215.770,216.896,1.1260,2.0,18.0,
