node_id,x,y,resource_id,kind
0,-2,0,-1,private_start
1,8,0,-1,private_goal
2,8,1,-1,private_start
3,-2,1,-1,private_goal
4,0,0,1000,terminal
5,1,0,1001,track
6,2,0,1002,junction
7,3,0,1003,main
8,3,1,1004,siding
9,4,0,1005,junction
10,5,0,1006,track
11,6,0,1007,terminal
12,-2,4,-1,private_start
13,8,4,-1,private_goal
14,8,5,-1,private_start
15,-2,5,-1,private_goal
16,0,4,1020,terminal
17,1,4,1021,track
18,2,4,1022,junction
19,3,4,1023,main
20,3,5,1024,siding
21,4,4,1025,junction
22,5,4,1026,track
23,6,4,1027,terminal
24,-2,8,-1,private_start
25,8,8,-1,private_goal
26,8,9,-1,private_start
27,-2,9,-1,private_goal
28,0,8,1040,terminal
29,1,8,1041,track
30,2,8,1042,junction
31,3,8,1043,main
32,3,9,1044,siding
33,4,8,1045,junction
34,5,8,1046,track
35,6,8,1047,terminal
36,-2,12,-1,private_start
37,8,12,-1,private_goal
38,8,13,-1,private_start
39,-2,13,-1,private_goal
40,0,12,1060,terminal
41,1,12,1061,track
42,2,12,1062,junction
43,3,12,1063,main
44,3,13,1064,siding
45,4,12,1065,junction
46,5,12,1066,track
47,6,12,1067,terminal
48,-2,16,-1,private_start
49,8,16,-1,private_goal
50,8,17,-1,private_start
51,-2,17,-1,private_goal
52,0,16,1080,terminal
53,1,16,1081,track
54,2,16,1082,junction
55,3,16,1083,main
56,3,17,1084,siding
57,4,16,1085,junction
58,5,16,1086,track
59,6,16,1087,terminal
60,-2,20,-1,private_start
61,8,20,-1,private_goal
62,8,21,-1,private_start
63,-2,21,-1,private_goal
64,0,20,1100,terminal
65,1,20,1101,track
66,2,20,1102,junction
67,3,20,1103,main
68,3,21,1104,siding
69,4,20,1105,junction
70,5,20,1106,track
71,6,20,1107,terminal
72,-2,24,-1,private_start
73,8,24,-1,private_goal
74,8,25,-1,private_start
75,-2,25,-1,private_goal
76,0,24,1120,terminal
77,1,24,1121,track
78,2,24,1122,junction
79,3,24,1123,main
80,3,25,1124,siding
81,4,24,1125,junction
82,5,24,1126,track
83,6,24,1127,terminal
84,-2,28,-1,private_start
85,8,28,-1,private_goal
86,8,29,-1,private_start
87,-2,29,-1,private_goal
88,0,28,1140,terminal
89,1,28,1141,track
90,2,28,1142,junction
91,3,28,1143,main
92,3,29,1144,siding
93,4,28,1145,junction
94,5,28,1146,track
95,6,28,1147,terminal
96,-2,32,-1,private_start
97,8,32,-1,private_goal
98,8,33,-1,private_start
99,-2,33,-1,private_goal
100,0,32,1160,terminal
101,1,32,1161,track
102,2,32,1162,junction
103,3,32,1163,main
104,3,33,1164,siding
105,4,32,1165,junction
106,5,32,1166,track
107,6,32,1167,terminal
108,-2,36,-1,private_start
109,8,36,-1,private_goal
110,8,37,-1,private_start
111,-2,37,-1,private_goal
112,0,36,1180,terminal
113,1,36,1181,track
114,2,36,1182,junction
115,3,36,1183,main
116,3,37,1184,siding
117,4,36,1185,junction
118,5,36,1186,track
119,6,36,1187,terminal
120,-2,40,-1,private_start
121,8,40,-1,private_goal
122,8,41,-1,private_start
123,-2,41,-1,private_goal
124,0,40,1200,terminal
125,1,40,1201,track
126,2,40,1202,junction
127,3,40,1203,main
128,3,41,1204,siding
129,4,40,1205,junction
130,5,40,1206,track
131,6,40,1207,terminal
132,-2,44,-1,private_start
133,8,44,-1,private_goal
134,8,45,-1,private_start
135,-2,45,-1,private_goal
136,0,44,1220,terminal
137,1,44,1221,track
138,2,44,1222,junction
139,3,44,1223,main
140,3,45,1224,siding
141,4,44,1225,junction
142,5,44,1226,track
143,6,44,1227,terminal
144,-2,48,-1,private_start
145,8,48,-1,private_goal
146,8,49,-1,private_start
147,-2,49,-1,private_goal
148,0,48,1240,terminal
149,1,48,1241,track
150,2,48,1242,junction
151,3,48,1243,main
152,3,49,1244,siding
153,4,48,1245,junction
154,5,48,1246,track
155,6,48,1247,terminal
156,-2,52,-1,private_start
157,8,52,-1,private_goal
158,8,53,-1,private_start
159,-2,53,-1,private_goal
160,0,52,1260,terminal
161,1,52,1261,track
162,2,52,1262,junction
163,3,52,1263,main
164,3,53,1264,siding
165,4,52,1265,junction
166,5,52,1266,track
167,6,52,1267,terminal
168,-2,56,-1,private_start
169,8,56,-1,private_goal
170,8,57,-1,private_start
171,-2,57,-1,private_goal
172,0,56,1280,terminal
173,1,56,1281,track
174,2,56,1282,junction
175,3,56,1283,main
176,3,57,1284,siding
177,4,56,1285,junction
178,5,56,1286,track
179,6,56,1287,terminal
180,-2,60,-1,private_start
181,8,60,-1,private_goal
182,8,61,-1,private_start
183,-2,61,-1,private_goal
184,0,60,1300,terminal
185,1,60,1301,track
186,2,60,1302,junction
187,3,60,1303,main
188,3,61,1304,siding
189,4,60,1305,junction
190,5,60,1306,track
191,6,60,1307,terminal
