agent_id,time,node_id,x,y,resource_id,train_class
0,0,0,-2,0,-1,express
0,1,4,0,0,1000,express
0,2,5,1,0,1001,express
0,3,6,2,0,1002,express
0,4,7,3,0,1003,express
0,5,9,4,0,1005,express
0,6,10,5,0,1006,express
0,7,11,6,0,1007,express
0,8,1,8,0,-1,express
0,9,1,8,0,-1,express
0,10,1,8,0,-1,express
0,11,1,8,0,-1,express
0,12,1,8,0,-1,express
0,13,1,8,0,-1,express
0,14,1,8,0,-1,express
0,15,1,8,0,-1,express
0,16,1,8,0,-1,express
0,17,1,8,0,-1,express
0,18,1,8,0,-1,express
0,19,1,8,0,-1,express
1,0,2,8,1,-1,regional
1,1,11,6,0,1007,regional
1,2,10,5,0,1006,regional
1,3,9,4,0,1005,regional
1,4,8,3,1,1004,regional
1,5,6,2,0,1002,regional
1,6,5,1,0,1001,regional
1,7,4,0,0,1000,regional
1,8,3,-2,1,-1,regional
1,9,3,-2,1,-1,regional
1,10,3,-2,1,-1,regional
1,11,3,-2,1,-1,regional
1,12,3,-2,1,-1,regional
1,13,3,-2,1,-1,regional
1,14,3,-2,1,-1,regional
1,15,3,-2,1,-1,regional
1,16,3,-2,1,-1,regional
1,17,3,-2,1,-1,regional
1,18,3,-2,1,-1,regional
1,19,3,-2,1,-1,regional
2,0,12,-2,4,-1,express
2,1,12,-2,4,-1,express
2,2,16,0,4,1020,express
2,3,17,1,4,1021,express
2,4,18,2,4,1022,express
2,5,19,3,4,1023,express
2,6,21,4,4,1025,express
2,7,22,5,4,1026,express
2,8,23,6,4,1027,express
2,9,13,8,4,-1,express
2,10,13,8,4,-1,express
2,11,13,8,4,-1,express
2,12,13,8,4,-1,express
2,13,13,8,4,-1,express
2,14,13,8,4,-1,express
2,15,13,8,4,-1,express
2,16,13,8,4,-1,express
2,17,13,8,4,-1,express
2,18,13,8,4,-1,express
2,19,13,8,4,-1,express
3,0,14,8,5,-1,regional
3,1,14,8,5,-1,regional
3,2,23,6,4,1027,regional
3,3,22,5,4,1026,regional
3,4,21,4,4,1025,regional
3,5,20,3,5,1024,regional
3,6,18,2,4,1022,regional
3,7,17,1,4,1021,regional
3,8,16,0,4,1020,regional
3,9,15,-2,5,-1,regional
3,10,15,-2,5,-1,regional
3,11,15,-2,5,-1,regional
3,12,15,-2,5,-1,regional
3,13,15,-2,5,-1,regional
3,14,15,-2,5,-1,regional
3,15,15,-2,5,-1,regional
3,16,15,-2,5,-1,regional
3,17,15,-2,5,-1,regional
3,18,15,-2,5,-1,regional
3,19,15,-2,5,-1,regional
4,0,24,-2,8,-1,express
4,1,28,0,8,1040,express
4,2,29,1,8,1041,express
4,3,30,2,8,1042,express
4,4,31,3,8,1043,express
4,5,33,4,8,1045,express
4,6,34,5,8,1046,express
4,7,35,6,8,1047,express
4,8,25,8,8,-1,express
4,9,25,8,8,-1,express
4,10,25,8,8,-1,express
4,11,25,8,8,-1,express
4,12,25,8,8,-1,express
4,13,25,8,8,-1,express
4,14,25,8,8,-1,express
4,15,25,8,8,-1,express
4,16,25,8,8,-1,express
4,17,25,8,8,-1,express
4,18,25,8,8,-1,express
4,19,25,8,8,-1,express
5,0,26,8,9,-1,regional
5,1,35,6,8,1047,regional
5,2,34,5,8,1046,regional
5,3,33,4,8,1045,regional
5,4,32,3,9,1044,regional
5,5,30,2,8,1042,regional
5,6,29,1,8,1041,regional
5,7,28,0,8,1040,regional
5,8,27,-2,9,-1,regional
5,9,27,-2,9,-1,regional
5,10,27,-2,9,-1,regional
5,11,27,-2,9,-1,regional
5,12,27,-2,9,-1,regional
5,13,27,-2,9,-1,regional
5,14,27,-2,9,-1,regional
5,15,27,-2,9,-1,regional
5,16,27,-2,9,-1,regional
5,17,27,-2,9,-1,regional
5,18,27,-2,9,-1,regional
5,19,27,-2,9,-1,regional
6,0,36,-2,12,-1,express
6,1,36,-2,12,-1,express
6,2,40,0,12,1060,express
6,3,41,1,12,1061,express
6,4,42,2,12,1062,express
6,5,43,3,12,1063,express
6,6,45,4,12,1065,express
6,7,46,5,12,1066,express
6,8,47,6,12,1067,express
6,9,37,8,12,-1,express
6,10,37,8,12,-1,express
6,11,37,8,12,-1,express
6,12,37,8,12,-1,express
6,13,37,8,12,-1,express
6,14,37,8,12,-1,express
6,15,37,8,12,-1,express
6,16,37,8,12,-1,express
6,17,37,8,12,-1,express
6,18,37,8,12,-1,express
6,19,37,8,12,-1,express
7,0,38,8,13,-1,regional
7,1,38,8,13,-1,regional
7,2,47,6,12,1067,regional
7,3,46,5,12,1066,regional
7,4,45,4,12,1065,regional
7,5,44,3,13,1064,regional
7,6,42,2,12,1062,regional
7,7,41,1,12,1061,regional
7,8,40,0,12,1060,regional
7,9,39,-2,13,-1,regional
7,10,39,-2,13,-1,regional
7,11,39,-2,13,-1,regional
7,12,39,-2,13,-1,regional
7,13,39,-2,13,-1,regional
7,14,39,-2,13,-1,regional
7,15,39,-2,13,-1,regional
7,16,39,-2,13,-1,regional
7,17,39,-2,13,-1,regional
7,18,39,-2,13,-1,regional
7,19,39,-2,13,-1,regional
8,0,48,-2,16,-1,express
8,1,52,0,16,1080,express
8,2,53,1,16,1081,express
8,3,54,2,16,1082,express
8,4,55,3,16,1083,express
8,5,57,4,16,1085,express
8,6,58,5,16,1086,express
8,7,59,6,16,1087,express
8,8,49,8,16,-1,express
8,9,49,8,16,-1,express
8,10,49,8,16,-1,express
8,11,49,8,16,-1,express
8,12,49,8,16,-1,express
8,13,49,8,16,-1,express
8,14,49,8,16,-1,express
8,15,49,8,16,-1,express
8,16,49,8,16,-1,express
8,17,49,8,16,-1,express
8,18,49,8,16,-1,express
8,19,49,8,16,-1,express
9,0,50,8,17,-1,regional
9,1,59,6,16,1087,regional
