train_id,origin,dest,dir,TOB,length,hazmat,speed_mult,entry,cost_stop,cost_early,cost_run,intended_arrival
EB01Z,1,26,1,0,0,0,1.25,0,0,0,0,256
EB02Z,1,26,1,0,0,0,1.25,13,0,0,0,269
EB03Z,1,26,1,0,0,0,1.25,26,0,0,0,282
EB04Z,1,26,1,0,0,0,1.25,39,0,0,0,295
EB05Z,1,26,1,0,0,0,1.25,52,0,0,0,308
EB06Z,1,26,1,0,0,0,1.25,65,0,0,0,321
EB07Z,1,26,1,0,0,0,1.25,78,0,0,0,334
EB08M,1,26,1,0,0,0,1.0,150,0,0,0,468
EB09M,1,26,1,0,0,0,1.0,178,0,0,0,496
EB10M,1,26,1,0,0,0,1.0,206,0,0,0,524
EB11G,1,26,1,0,0,0,0.85,234,0,0,0,605
EB12G,1,26,1,0,0,0,0.85,262,0,0,0,633
EB13M,1,26,1,0,0,0,1.0,290,0,0,0,608
EB14M,1,26,1,0,0,0,1.0,318,0,0,0,636
EB15M,1,26,1,0,0,0,1.0,346,0,0,0,664
EB16G,1,26,1,0,0,0,0.85,374,0,0,0,745
EB17M,1,26,1,0,0,0,1.0,402,0,0,0,720
EB18M,1,26,1,0,0,0,1.0,430,0,0,0,748
EB19M,1,26,1,0,0,0,1.0,458,0,0,0,776
EB20Z,1,26,1,0,0,0,1.25,480,0,0,0,736
EB21G,1,26,1,0,0,0,0.85,486,0,0,0,857
EB22Z,1,26,1,0,0,0,1.25,493,0,0,0,749
EB23Z,1,26,1,0,0,0,1.25,506,0,0,0,762
EB24Z,1,26,1,0,0,0,1.25,519,0,0,0,775
EB25Z,1,26,1,0,0,0,1.25,532,0,0,0,788
EB26Z,1,26,1,0,0,0,1.25,545,0,0,0,801
EB27Z,1,26,1,0,0,0,1.25,558,0,0,0,814
EB28M,1,26,1,0,0,0,1.0,640,0,0,0,958
EB29M,1,26,1,0,0,0,1.0,668,0,0,0,986
EB30M,1,26,1,0,0,0,1.0,696,0,0,0,1014
EB31G,1,26,1,0,0,0,0.85,724,0,0,0,1095
EB32M,1,26,1,0,0,0,1.0,752,0,0,0,1070
EB33M,1,26,1,0,0,0,1.0,780,0,0,0,1098
EB34M,1,26,1,0,0,0,1.0,808,0,0,0,1126
EB35G,1,26,1,0,0,0,0.85,836,0,0,0,1207
EB36M,1,26,1,0,0,0,1.0,864,0,0,0,1182
EB37M,1,26,1,0,0,0,1.0,892,0,0,0,1210
EB38G,1,26,1,0,0,0,0.85,920,0,0,0,1291
EB39Z,1,26,1,0,0,0,1.25,960,0,0,0,1216
EB40Z,1,26,1,0,0,0,1.25,973,0,0,0,1229
EB41Z,1,26,1,0,0,0,1.25,986,0,0,0,1242
EB42Z,1,26,1,0,0,0,1.25,999,0,0,0,1255
EB43Z,1,26,1,0,0,0,1.25,1012,0,0,0,1268
EB44Z,1,26,1,0,0,0,1.25,1025,0,0,0,1281
WB01Z,26,1,2,0,0,0,1.25,15,0,0,0,271
WB02Z,26,1,2,0,0,0,1.25,28,0,0,0,284
WB03Z,26,1,2,0,0,0,1.25,41,0,0,0,297
WB04Z,26,1,2,0,0,0,1.25,54,0,0,0,310
WB05Z,26,1,2,0,0,0,1.25,67,0,0,0,323
WB06Z,26,1,2,0,0,0,1.25,80,0,0,0,336
WB07Z,26,1,2,0,0,0,1.25,93,0,0,0,349
WB08M,26,1,2,0,0,0,1.0,165,0,0,0,483
WB09M,26,1,2,0,0,0,1.0,193,0,0,0,511
WB10M,26,1,2,0,0,0,1.0,221,0,0,0,539
WB11G,26,1,2,0,0,0,0.85,249,0,0,0,620
WB12G,26,1,2,0,0,0,0.85,277,0,0,0,648
WB13M,26,1,2,0,0,0,1.0,305,0,0,0,623
WB14M,26,1,2,0,0,0,1.0,333,0,0,0,651
WB15M,26,1,2,0,0,0,1.0,361,0,0,0,679
WB16G,26,1,2,0,0,0,0.85,389,0,0,0,760
