node_id,x,y,resource_id,kind
0,0,0,-1,station
1,1,0,-1,station
2,2,0,-1,station
3,4,0,-1,station
4,7,0,-1,station
5,5,0,-1,station
6,11,0,-1,station
7,16,0,-1,station
8,17,0,-1,station
9,20,0,-1,station
10,21,0,-1,station
11,27,0,-1,station
12,33,0,-1,station
13,34,0,-1,station
14,35,0,-1,station
15,35,0,-1,station
16,36,0,-1,station
17,34,0,-1,station
18,28,0,-1,station
19,35,0,-1,station
20,36,0,-1,station
21,39,0,-1,station
22,40,0,-1,station
23,42,0,-1,station
24,43,0,-1,station
25,47,0,-1,station
26,51,0,-1,station
27,52,0,-1,station
28,53,0,-1,station
29,55,0,-1,station
30,58,0,-1,station
31,56,0,-1,station
32,60,0,-1,station
33,41,0,-1,station
34,47,0,-1,station
35,61,0,-1,station
36,62,0,-1,station
37,65,0,-1,station
38,64,0,-1,station
39,69,0,-1,station
40,68,0,-1,station
41,70,0,-1,station
42,69,0,-1,station
43,75,0,-1,station
44,74,0,-1,station
45,75,0,-1,station
46,76,0,-1,station
47,78,0,-1,station
48,81,0,-1,station
49,80,0,-1,station
50,79,0,-1,station
51,82,0,-1,station
52,81,0,-1,station
53,82,0,-1,station
54,85,0,-1,station
55,86,0,-1,station
56,83,0,-1,station
57,84,0,-1,station
58,82,0,-1,station
59,83,0,-1,station
60,78,0,-1,station
61,79,0,-1,station
62,74,0,-1,station
63,75,0,-1,station
64,73,0,-1,station
65,67,0,-1,station
66,61,0,-1,station
67,60,0,-1,station
68,57,0,-1,station
69,56,0,-1,station
70,51,0,-1,station
71,46,0,-1,station
72,45,0,-1,station
73,48,0,-1,station
74,42,0,-1,station
75,43,0,-1,station
76,17,0,-1,station
77,20,0,-1,station
78,22,0,-1,station
79,25,0,-1,station
80,29,0,-1,station
81,31,0,-1,station
82,37,0,-1,station
83,33,0,-1,station
84,35,0,-1,station
85,1,0,-1,track
86,2,0,-1,track
87,3,0,-1,track
88,3,0,-1,track
89,4,0,-1,track
90,5,0,-1,track
91,6,0,-1,track
92,7,0,-1,track
93,8,0,-1,track
94,9,0,-1,track
95,8,0,-1,track
