seq,l3_link_id,from_node_id,to_node_id,mp_start,mp_end,length,tracks,free_speed,name
0,690,10205,24162,0.000,0.441,0.4411,2.0,21.0,GILLETTE
1,15129,24162,24163,0.441,1.236,0.7945,2.0,14.0,
2,15130,24163,68332,1.236,1.533,0.2972,2.0,14.0,
3,105566,68332,23874,1.533,2.787,1.2537,2.0,42.0,
4,14540,23874,23875,2.787,5.581,2.7944,1.0,42.0,
5,14543,23875,23871,5.581,6.264,0.6833,1.0,42.0,
6,14534,23871,23872,6.264,7.386,1.1220,1.0,42.0,
7,14535,23872,23873,7.386,9.089,1.7030,2.0,42.0,
8,14538,23873,23916,9.089,9.624,0.5346,2.0,25.0,
9,14632,23916,23917,9.624,9.671,0.0473,2.0,25.0,
10,14635,23917,23908,9.671,10.673,1.0018,1.0,25.0,
11,14615,23908,23909,10.673,19.291,8.6176,2.0,25.0,
12,14617,23909,24925,19.291,20.030,0.7390,2.0,25.0,
13,16565,24925,24926,20.030,24.831,4.8014,2.0,25.0,
14,16566,24926,24083,24.831,25.192,0.3609,2.0,25.0,
15,14978,24083,24082,25.192,25.294,0.1022,2.0,25.0,
16,14977,24082,24919,25.294,26.057,0.7633,2.0,25.0,
17,16553,24919,24205,26.057,26.637,0.5793,2.0,35.0,
18,15206,24205,24081,26.637,27.512,0.8754,2.0,35.0,
19,14975,24081,24058,27.512,27.993,0.4813,2.0,35.0,
20,14924,24058,24059,27.993,32.430,4.4364,2.0,35.0,
21,14926,24059,24080,32.430,34.311,1.8818,2.0,35.0,
22,14972,24080,24079,34.311,35.721,1.4100,2.0,35.0,
23,14971,24079,24071,35.721,36.252,0.5310,2.0,35.0,
24,14952,24071,24068,36.252,36.809,0.5561,2.0,35.0,
25,14946,24068,24067,36.809,38.622,1.8138,2.0,35.0,
26,14945,24067,24066,38.622,42.070,3.4472,2.0,35.0,
27,14943,24066,24928,42.070,42.407,0.3379,2.0,35.0,
28,16570,24928,24927,42.407,42.849,0.4416,2.0,35.0,
29,16568,24927,23920,42.849,43.178,0.3287,2.0,35.0,
30,14642,23920,23919,43.178,44.739,1.5613,2.0,35.0,
31,14639,23919,24929,44.739,45.121,0.3823,2.0,35.0,
32,16573,24929,23922,45.121,46.909,1.7874,2.0,35.0,
33,14646,23922,23921,46.909,49.806,2.8973,2.0,35.0,
34,14644,23921,24934,49.806,50.152,0.3460,2.0,35.0,
35,16585,24934,24931,50.152,50.312,0.1598,2.0,35.0,
36,16576,24931,24930,50.312,52.160,1.8484,3.0,35.0,
37,16575,24930,24075,52.160,52.501,0.3408,3.0,35.0,
38,14960,24075,23868,52.501,53.258,0.7570,3.0,35.0,
39,14527,23868,24078,53.258,59.804,6.5462,3.0,35.0,
40,14969,24078,24935,59.804,62.992,3.1873,3.0,35.0,
41,16586,24935,22550,62.992,63.439,0.4479,3.0,35.0,
42,11857,22550,22549,63.439,68.110,4.6706,3.0,35.0,
43,11855,22549,24936,68.110,68.351,0.2409,3.0,35.0,
44,16588,24936,24025,68.351,68.755,0.4038,3.0,35.0,
45,14855,24025,24024,68.755,70.729,1.9740,3.0,35.0,
46,14853,24024,24026,70.729,72.027,1.2979,3.0,35.0,
47,14856,24026,24063,72.027,72.527,0.5001,3.0,35.0,
48,14936,24063,24913,72.527,73.458,0.9310,3.0,35.0,
49,16541,24913,24007,73.458,73.819,0.3609,3.0,35.0,
50,14819,24007,24006,73.819,75.550,1.7317,3.0,35.0,
51,14815,24006,24005,75.550,92.678,17.1274,3.0,35.0,
52,14813,24005,24914,92.678,94.621,1.9432,3.0,35.0,
53,16544,24914,24132,94.621,95.314,0.6930,3.0,35.0,
54,15067,24132,24126,95.314,95.999,0.6854,3.0,35.0,
55,15055,24126,24127,95.999,97.887,1.8871,3.0,35.0,
56,15057,24127,24125,97.887,97.913,0.0269,3.0,35.0,
57,15052,24125,24004,97.913,98.296,0.3831,3.0,35.0,
58,14810,24004,24003,98.296,98.921,0.6247,3.0,35.0,
59,14809,24003,23861,98.921,115.403,16.4821,3.0,35.0,
60,14509,23861,23862,115.403,127.783,12.3796,3.0,35.0,
61,14510,23862,23952,127.783,133.947,6.1641,2.0,35.0,
62,14710,23952,23877,133.947,136.274,2.3270,1.0,35.0,
63,14547,23877,23878,136.274,137.580,1.3065,1.0,35.0,
64,14549,23878,23809,137.580,141.356,3.7758,2.0,35.0,
65,14399,23809,23810,141.356,142.038,0.6814,2.0,35.0,
66,14400,23810,24190,142.038,142.312,0.2745,2.0,35.0,
67,15181,24190,32770,142.312,148.051,5.7387,1.0,35.0,
68,32685,32770,32771,148.051,150.948,2.8975,2.0,35.0,
69,32688,32771,34260,150.948,152.315,1.3661,2.0,35.0,
70,35750,34260,35853,152.315,159.077,6.7626,1.0,35.0,
71,38989,35853,30587,159.077,159.397,0.3202,2.0,25.0,
72,28204,30587,30588,159.397,159.873,0.4752,2.0,25.0,
73,28207,30588,32663,159.873,162.964,3.0915,2.0,25.0,
74,32469,32663,30048,162.964,167.420,4.4556,1.0,25.0,
75,27075,30048,30049,167.420,167.661,0.2412,1.0,25.0,
76,27077,30049,34591,167.661,167.795,0.1336,1.0,25.0,
77,36400,34591,30895,167.795,167.821,0.0266,1.0,7.0,
78,28830,30895,30896,167.821,168.330,0.5086,1.0,13.0,
79,28832,30896,32249,168.330,168.528,0.1983,1.0,18.0,
80,31636,32249,35766,168.528,169.949,1.4209,1.0,18.0,
81,38819,35766,32768,169.949,170.783,0.8344,2.0,18.0,
82,32682,32768,32769,170.783,173.137,2.3534,2.0,18.0,
83,32683,32769,29938,173.137,175.270,2.1331,1.0,18.0,
84,26848,29938,10213,175.270,177.103,1.8330,2.0,17.0,
