arc_id,from_node,to_node,base_cost,resource_id
0,0,1,1.0,0
1,1,0,1.0,0
2,1,2,1.0,1
3,2,1,1.0,1
4,2,3,1.0,2
5,3,2,1.0,2
6,3,4,1.0,3
7,4,3,1.0,3
8,4,5,1.0,4
9,5,4,1.0,4
10,5,6,1.0,5
11,6,5,1.0,5
12,6,7,1.0,6
13,7,6,1.0,6
14,7,8,1.0,7
15,8,7,1.0,7
16,8,9,1.0,8
17,9,8,1.0,8
18,9,10,1.0,9
19,10,9,1.0,9
20,10,11,1.0,10
21,11,10,1.0,10
22,11,12,1.0,11
23,12,11,1.0,11
24,12,13,1.0,12
25,13,12,1.0,12
26,13,14,1.0,13
27,14,13,1.0,13
28,5,15,1.05,100
29,15,5,1.05,100
30,15,16,1.0,101
31,16,15,1.0,101
32,16,17,1.0,102
33,17,16,1.0,102
34,17,9,1.05,103
35,9,17,1.05,103
36,18,0,0.5,-1
37,14,19,0.5,-1
38,20,14,0.5,-1
39,0,21,0.5,-1
40,22,0,0.5,-1
41,14,23,0.5,-1
42,24,25,1.0,1000
43,25,24,1.0,1000
44,25,26,1.0,1001
45,26,25,1.0,1001
46,26,27,1.0,1002
47,27,26,1.0,1002
48,27,28,1.0,1003
49,28,27,1.0,1003
50,28,29,1.0,1004
51,29,28,1.0,1004
52,29,30,1.0,1005
53,30,29,1.0,1005
54,30,31,1.0,1006
55,31,30,1.0,1006
56,31,32,1.0,1007
57,32,31,1.0,1007
58,32,33,1.0,1008
59,33,32,1.0,1008
60,33,34,1.0,1009
61,34,33,1.0,1009
62,34,35,1.0,1010
63,35,34,1.0,1010
64,35,36,1.0,1011
65,36,35,1.0,1011
66,36,37,1.0,1012
67,37,36,1.0,1012
68,37,38,1.0,1013
69,38,37,1.0,1013
70,29,39,1.05,1100
71,39,29,1.05,1100
72,39,40,1.0,1101
73,40,39,1.0,1101
74,40,41,1.0,1102
75,41,40,1.0,1102
76,41,33,1.05,1103
77,33,41,1.05,1103
78,42,24,0.5,-1
79,38,43,0.5,-1
80,44,38,0.5,-1
81,24,45,0.5,-1
82,46,24,0.5,-1
83,38,47,0.5,-1
84,48,49,1.0,2000
85,49,48,1.0,2000
86,49,50,1.0,2001
87,50,49,1.0,2001
88,50,51,1.0,2002
89,51,50,1.0,2002
90,51,52,1.0,2003
91,52,51,1.0,2003
92,52,53,1.0,2004
93,53,52,1.0,2004
94,53,54,1.0,2005
95,54,53,1.0,2005
96,54,55,1.0,2006
97,55,54,1.0,2006
98,55,56,1.0,2007
99,56,55,1.0,2007
100,56,57,1.0,2008
101,57,56,1.0,2008
102,57,58,1.0,2009
103,58,57,1.0,2009
104,58,59,1.0,2010
105,59,58,1.0,2010
106,59,60,1.0,2011
107,60,59,1.0,2011
108,60,61,1.0,2012
109,61,60,1.0,2012
110,61,62,1.0,2013
111,62,61,1.0,2013
112,53,63,1.05,2100
113,63,53,1.05,2100
114,63,64,1.0,2101
115,64,63,1.0,2101
116,64,65,1.0,2102
117,65,64,1.0,2102
118,65,57,1.05,2103
119,57,65,1.05,2103
120,66,48,0.5,-1
121,62,67,0.5,-1
122,68,62,0.5,-1
123,48,69,0.5,-1
124,70,48,0.5,-1
125,62,71,0.5,-1
126,72,73,1.0,3000
127,73,72,1.0,3000
128,73,74,1.0,3001
129,74,73,1.0,3001
130,74,75,1.0,3002
131,75,74,1.0,3002
132,75,76,1.0,3003
133,76,75,1.0,3003
134,76,77,1.0,3004
135,77,76,1.0,3004
136,77,78,1.0,3005
137,78,77,1.0,3005
138,78,79,1.0,3006
139,79,78,1.0,3006
140,79,80,1.0,3007
141,80,79,1.0,3007
142,80,81,1.0,3008
143,81,80,1.0,3008
144,81,82,1.0,3009
145,82,81,1.0,3009
146,82,83,1.0,3010
147,83,82,1.0,3010
148,83,84,1.0,3011
149,84,83,1.0,3011
150,84,85,1.0,3012
151,85,84,1.0,3012
152,85,86,1.0,3013
153,86,85,1.0,3013
154,77,87,1.05,3100
155,87,77,1.05,3100
156,87,88,1.0,3101
157,88,87,1.0,3101
158,88,89,1.0,3102
159,89,88,1.0,3102
160,89,81,1.05,3103
161,81,89,1.05,3103
162,90,72,0.5,-1
163,86,91,0.5,-1
164,92,86,0.5,-1
165,72,93,0.5,-1
166,94,72,0.5,-1
167,86,95,0.5,-1
168,96,97,1.0,4000
169,97,96,1.0,4000
170,97,98,1.0,4001
171,98,97,1.0,4001
172,98,99,1.0,4002
173,99,98,1.0,4002
174,99,100,1.0,4003
175,100,99,1.0,4003
176,100,101,1.0,4004
177,101,100,1.0,4004
178,101,102,1.0,4005
179,102,101,1.0,4005
180,102,103,1.0,4006
181,103,102,1.0,4006
182,103,104,1.0,4007
183,104,103,1.0,4007
184,104,105,1.0,4008
185,105,104,1.0,4008
186,105,106,1.0,4009
187,106,105,1.0,4009
188,106,107,1.0,4010
189,107,106,1.0,4010
190,107,108,1.0,4011
191,108,107,1.0,4011
192,108,109,1.0,4012
193,109,108,1.0,4012
194,109,110,1.0,4013
195,110,109,1.0,4013
196,101,111,1.05,4100
197,111,101,1.05,4100
198,111,112,1.0,4101
199,112,111,1.0,4101
200,112,113,1.0,4102
201,113,112,1.0,4102
202,113,105,1.05,4103
203,105,113,1.05,4103
204,114,96,0.5,-1
205,110,115,0.5,-1
206,116,110,0.5,-1
207,96,117,0.5,-1
208,118,96,0.5,-1
209,110,119,0.5,-1
210,120,121,1.0,5000
211,121,120,1.0,5000
212,121,122,1.0,5001
213,122,121,1.0,5001
214,122,123,1.0,5002
215,123,122,1.0,5002
216,123,124,1.0,5003
217,124,123,1.0,5003
218,124,125,1.0,5004
