agent_id,time,node_id,x,y,train_class
0,0,16,0,0,passenger
0,1,0,0,0,passenger
0,2,1,1,0,passenger
0,3,2,2,0,passenger
0,4,3,3,0,passenger
0,5,4,4,0,passenger
0,6,13,5,1,passenger
0,7,14,6,1,passenger
0,8,15,7,1,passenger
0,9,15,7,1,passenger
0,10,15,7,1,passenger
0,11,15,7,1,passenger
0,12,8,8,0,passenger
0,13,9,9,0,passenger
0,14,10,10,0,passenger
0,15,11,11,0,passenger
0,16,12,12,0,passenger
0,17,17,12,0,passenger
0,18,17,12,0,passenger
0,19,17,12,0,passenger
0,20,17,12,0,passenger
0,21,17,12,0,passenger
0,22,17,12,0,passenger
0,23,17,12,0,passenger
0,24,17,12,0,passenger
0,25,17,12,0,passenger
0,26,17,12,0,passenger
0,27,17,12,0,passenger
0,28,17,12,0,passenger
0,29,17,12,0,passenger
0,30,17,12,0,passenger
0,31,17,12,0,passenger
0,32,17,12,0,passenger
0,33,17,12,0,passenger
0,34,17,12,0,passenger
0,35,17,12,0,passenger
0,36,17,12,0,passenger
0,37,17,12,0,passenger
0,38,17,12,0,passenger
0,39,17,12,0,passenger
0,40,17,12,0,passenger
0,41,17,12,0,passenger
0,42,17,12,0,passenger
0,43,17,12,0,passenger
0,44,17,12,0,passenger
0,45,17,12,0,passenger
0,46,17,12,0,passenger
0,47,17,12,0,passenger
0,48,17,12,0,passenger
0,49,17,12,0,passenger
1,0,18,12,0,freight
1,1,18,12,0,freight
1,2,12,12,0,freight
1,3,12,12,0,freight
1,4,11,11,0,freight
1,5,11,11,0,freight
1,6,10,10,0,freight
1,7,10,10,0,freight
1,8,9,9,0,freight
1,9,9,9,0,freight
1,10,8,8,0,freight
1,11,8,8,0,freight
1,12,7,7,0,freight
1,13,7,7,0,freight
1,14,6,6,0,freight
1,15,6,6,0,freight
1,16,5,5,0,freight
1,17,5,5,0,freight
1,18,4,4,0,freight
1,19,4,4,0,freight
1,20,3,3,0,freight
1,21,3,3,0,freight
1,22,2,2,0,freight
1,23,2,2,0,freight
1,24,1,1,0,freight
1,25,1,1,0,freight
1,26,0,0,0,freight
1,27,0,0,0,freight
1,28,19,0,0,freight
1,29,19,0,0,freight
1,30,19,0,0,freight
1,31,19,0,0,freight
1,32,19,0,0,freight
1,33,19,0,0,freight
1,34,19,0,0,freight
1,35,19,0,0,freight
1,36,19,0,0,freight
1,37,19,0,0,freight
1,38,19,0,0,freight
1,39,19,0,0,freight
1,40,19,0,0,freight
1,41,19,0,0,freight
1,42,19,0,0,freight
1,43,19,0,0,freight
1,44,19,0,0,freight
1,45,19,0,0,freight
1,46,19,0,0,freight
1,47,19,0,0,freight
1,48,19,0,0,freight
1,49,19,0,0,freight
2,0,36,0,4,passenger
2,1,36,0,4,passenger
2,2,36,0,4,passenger
2,3,20,0,4,passenger
2,4,21,1,4,passenger
2,5,22,2,4,passenger
2,6,23,3,4,passenger
2,7,24,4,4,passenger
2,8,25,5,4,passenger
2,9,26,6,4,passenger
2,10,27,7,4,passenger
2,11,28,8,4,passenger
2,12,29,9,4,passenger
2,13,30,10,4,passenger
2,14,31,11,4,passenger
2,15,32,12,4,passenger
2,16,37,12,4,passenger
2,17,37,12,4,passenger
2,18,37,12,4,passenger
2,19,37,12,4,passenger
2,20,37,12,4,passenger
2,21,37,12,4,passenger
2,22,37,12,4,passenger
2,23,37,12,4,passenger
2,24,37,12,4,passenger
2,25,37,12,4,passenger
2,26,37,12,4,passenger
2,27,37,12,4,passenger
2,28,37,12,4,passenger
